request_id,request_datetime,state,urban_rural,population_density_per_sqkm,building_type,dwelling_floors,floor_number,distance_to_exchange_km,distance_to_fiber_km,technology_type,existing_infrastructure,terrain_type,soil_type,vegetation_density,road_access_type,temperature_c,rain_mm_last24h,wind_speed_kmh,storm_flag,flood_warning_flag,bushfire_warning_flag,crew_available_at_request,backlog_open_jobs_region,public_holiday_flag,day_of_week,time_of_day_bucket,sla_hours,actual_eta_hours
REQ_00350,2024-10-30T09:00:00,QLD,Rural,145.61,Townhouse,2,1,20.02,25.44,FTTP,None,Hilly,Sand,High,Unsealed,19.3,0.0,10.7,0,0,0,1,7,0,Wednesday,Morning,93,119.4
REQ_00351,2024-10-06T17:00:00,VIC,Urban,1545.78,Industrial,1,1,3.38,2.9,FTTN,None,Mountainous,Rock,Low,Sealed,13.0,3.8,21.9,0,0,0,0,56,0,Sunday,Evening,60,132.4
REQ_00352,2024-07-13T19:00:00,ACT,Rural,86.15,Small_Business,1,1,4.61,1.72,HFC,None,Outback,Rock,Low,Sealed,16.0,0.0,25.1,0,0,0,1,4,0,Saturday,Evening,88,131.9
REQ_00353,2024-02-01T23:00:00,QLD,Urban,7894.28,Industrial,1,1,0.81,1.79,HFC,None,Flat,Mixed,High,Unsealed,30.4,0.3,17.9,0,0,0,1,33,0,Thursday,Night,71,142.7
REQ_00354,2024-01-26T15:00:00,NSW,Urban,1687.21,Townhouse,2,2,1.86,0.6,Satellite,5G_available,Hilly,Sand,High,Sealed,19.2,1.9,19.9,0,0,0,1,6,0,Friday,Afternoon,79,73.8
REQ_00355,2024-10-13T06:00:00,VIC,Urban,7645.72,Townhouse,2,2,0.24,1.33,FTTP,4G_only,Flat,Rock,Medium,Sealed,11.6,3.0,28.8,0,0,0,1,25,0,Sunday,Morning,71,65.6
REQ_00356,2024-11-23T08:00:00,WA,Suburban,1539.07,Townhouse,2,1,2.35,1.51,FTTN,None,Flat,Sand,Low,Unsealed,19.4,0.0,3.3,0,0,0,1,9,0,Saturday,Morning,65,119.6
REQ_00357,2024-01-05T09:00:00,QLD,Rural,145.15,Small_Business,2,1,24.27,10.59,Fixed_Wireless,ADSL,Coastal,Sand,High,Unsealed,24.3,8.1,20.0,0,0,0,1,14,0,Friday,Morning,117,132.2
REQ_00358,2024-01-26T00:00:00,WA,Urban,5549.2,Apartment,11,9,0.99,1.28,Fixed_Wireless,None,Flat,Rock,Low,Sealed,23.6,6.8,9.9,0,0,0,1,1,0,Friday,Night,95,126.1
REQ_00359,2024-04-16T00:00:00,TAS,Urban,6146.84,Small_Business,2,1,4.83,0.94,FTTP,None,Flat,Rock,Medium,Sealed,20.4,0.0,14.8,0,0,0,1,1,0,Tuesday,Night,68,81.0
REQ_00360,2024-01-02T04:00:00,NT,Suburban,1097.49,Small_Business,1,1,4.64,1.16,Satellite,None,Coastal,Clay,Low,Sealed,31.4,0.0,6.6,0,0,0,1,93,0,Tuesday,Night,90,156.5
REQ_00361,2024-07-10T17:00:00,WA,Urban,6635.54,Highrise_Office,25,22,1.68,1.17,Fixed_Wireless,4G_only,Mountainous,Rock,Low,Sealed,26.0,0.5,19.6,0,0,0,1,7,0,Wednesday,Evening,83,107.5
REQ_00362,2024-04-07T21:00:00,ACT,Suburban,2512.8,Small_Business,1,1,0.44,0.53,FTTP,ADSL,Coastal,Sand,Low,Sealed,24.6,1.3,30.0,0,0,0,0,48,1,Sunday,Evening,82,135.3
REQ_00363,2024-10-25T17:00:00,NT,Urban,5828.66,Apartment,23,21,2.41,1.55,FTTP,Cable,Flat,Mixed,High,Sealed,23.6,1.1,11.1,0,0,0,1,9,0,Friday,Evening,84,99.2
REQ_00364,2024-11-17T23:00:00,ACT,Suburban,893.01,Industrial,4,2,3.21,0.83,FTTN,Cable,Coastal,Clay,Low,Sealed,14.0,3.9,9.8,0,0,0,1,2,0,Sunday,Night,75,73.6
REQ_00365,2024-01-14T19:00:00,QLD,Urban,3429.82,Townhouse,2,2,3.87,0.33,FTTN,ADSL,Mountainous,Sand,Low,Sealed,22.2,0.0,14.0,0,0,0,1,48,0,Sunday,Evening,74,143.6
REQ_00366,2024-08-14T00:00:00,VIC,Urban,4003.19,Townhouse,2,2,2.37,0.44,Fixed_Wireless,ADSL,Outback,Clay,Medium,Unsealed,16.7,0.8,17.0,0,0,0,0,3,0,Wednesday,Night,94,173.5
REQ_00367,2024-09-03T02:00:00,ACT,Remote,40.05,Industrial,2,2,4.66,22.61,Fixed_Wireless,ADSL,Hilly,Mixed,Low,Sealed,15.7,2.9,16.1,0,0,0,1,35,0,Tuesday,Night,119,155.8
REQ_00368,2024-07-03T23:00:00,NSW,Suburban,2873.2,Highrise_Office,25,17,0.37,1.04,Fixed_Wireless,Cable,Outback,Clay,Low,Unsealed,19.1,1.4,1.4,0,0,0,1,50,0,Wednesday,Night,75,145.5
REQ_00369,2024-08-13T02:00:00,QLD,Rural,153.11,Detached_House,1,1,13.4,20.08,Satellite,4G_only,Hilly,Sand,Medium,Seasonal,25.5,7.7,7.3,0,0,0,1,13,0,Tuesday,Night,108,131.2
REQ_00370,2024-10-16T21:00:00,ACT,Urban,6835.97,Industrial,3,1,2.69,0.78,FTTP,Cable,Mountainous,Sand,Low,Sealed,12.3,0.0,16.8,0,0,0,1,5,0,Wednesday,Evening,79,93.7
REQ_00371,2024-12-13T00:00:00,TAS,Rural,133.49,Highrise_Office,29,19,11.7,5.29,FTTN,4G_only,Outback,Mixed,Low,Sealed,14.8,5.0,12.0,0,0,0,1,19,0,Friday,Night,102,124.0
REQ_00372,2024-03-09T17:00:00,VIC,Rural,43.02,Highrise_Office,11,4,35.57,5.37,Fixed_Wireless,4G_only,Outback,Rock,High,Sealed,20.4,4.7,1.4,0,0,0,1,20,1,Saturday,Evening,113,139.8
REQ_00373,2024-01-24T09:00:00,NT,Suburban,568.68,Small_Business,1,1,2.98,1.67,FTTP,ADSL,Hilly,Mixed,Low,Unsealed,30.6,0.0,22.6,0,0,0,1,2,0,Wednesday,Morning,71,75.4
REQ_00374,2024-08-18T18:00:00,TAS,Suburban,639.82,Apartment,28,17,0.46,2.53,Fixed_Wireless,5G_available,Mountainous,Sand,Low,Unsealed,10.8,1.2,35.8,0,0,0,0,3,0,Sunday,Evening,94,149.0
REQ_00375,2024-07-16T21:00:00,SA,Urban,1642.88,Small_Business,1,1,0.85,0.52,Fixed_Wireless,Cable,Hilly,Clay,Low,Unsealed,25.0,3.6,26.0,0,0,0,1,17,0,Tuesday,Evening,93,102.3
REQ_00376,2024-10-12T14:00:00,TAS,Urban,4116.42,Small_Business,2,2,4.75,0.85,HFC,None,Coastal,Clay,High,Sealed,10.5,0.2,10.4,0,0,0,1,1,0,Saturday,Afternoon,63,81.7
REQ_00377,2024-08-14T00:00:00,NT,Rural,57.25,Townhouse,2,1,39.47,15.1,Fixed_Wireless,Cable,Hilly,Sand,Low,Sealed,29.3,0.4,11.9,0,0,0,0,2,0,Wednesday,Night,101,133.5
REQ_00378,2024-02-12T22:00:00,QLD,Rural,101.19,Highrise_Office,12,10,48.66,7.21,Fixed_Wireless,None,Hilly,Clay,High,Sealed,31.5,0.3,0.3,0,0,0,1,3,0,Monday,Night,97,103.8
REQ_00379,2024-03-28T17:00:00,NT,Urban,4751.89,Townhouse,2,2,0.25,0.37,Fixed_Wireless,ADSL,Coastal,Mixed,Medium,Sealed,35.2,0.0,16.1,0,0,0,1,1,0,Thursday,Evening,75,87.9
REQ_00380,2024-01-09T20:00:00,NSW,Urban,5875.22,Small_Business,2,2,2.69,0.65,HFC,None,Coastal,Rock,Low,Unsealed,22.7,0.9,11.9,0,0,0,1,42,0,Tuesday,Evening,61,119.9
REQ_00381,2024-01-31T17:00:00,SA,Suburban,2904.03,Industrial,2,1,4.28,1.67,FTTP,None,Flat,Clay,High,Unsealed,22.1,0.0,26.3,0,0,0,1,8,0,Wednesday,Evening,64,86.6
REQ_00382,2024-03-15T01:00:00,WA,Rural,190.58,Industrial,4,3,18.81,4.25,FTTP,None,Coastal,Sand,High,Seasonal,25.8,2.9,23.3,0,0,0,1,9,0,Friday,Night,100,122.2
REQ_00383,2024-12-21T19:00:00,NSW,Suburban,1418.35,Detached_House,1,1,2.72,2.05,HFC,Cable,Flat,Clay,Low,Unsealed,14.7,7.1,7.3,0,0,0,1,12,0,Saturday,Evening,69,81.8
REQ_00384,2024-09-22T22:00:00,SA,Suburban,703.68,Industrial,1,1,3.48,2.63,HFC,ADSL,Coastal,Rock,Medium,Sealed,21.8,0.0,14.5,0,0,0,1,8,1,Sunday,Night,83,84.5
REQ_00385,2024-05-22T23:00:00,SA,Suburban,1536.09,Highrise_Office,13,8,0.71,2.05,FTTN,None,Outback,Rock,Medium,Sealed,29.8,4.2,19.1,0,0,0,1,8,0,Wednesday,Night,83,118.7
REQ_00386,2024-07-13T06:00:00,SA,Urban,6543.17,Apartment,18,2,4.74,2.05,FTTN,ADSL,Mountainous,Rock,High,Sealed,22.1,0.0,2.2,0,0,0,1,9,0,Saturday,Morning,74,91.4
REQ_00387,2024-03-13T08:00:00,SA,Urban,2752.49,Highrise_Office,23,23,3.76,2.5,Fixed_Wireless,4G_only,Outback,Mixed,Medium,Sealed,28.5,0.0,34.2,0,0,0,1,9,0,Wednesday,Morning,77,97.6
REQ_00388,2024-01-17T07:00:00,NSW,Suburban,1534.16,Townhouse,2,2,1.53,1.54,FTTN,ADSL,Coastal,Sand,Medium,Seasonal,23.6,0.2,24.0,0,0,0,1,32,0,Wednesday,Morning,77,127.0
REQ_00389,2024-12-02T07:00:00,WA,Urban,3544.82,Industrial,1,1,1.2,0.7,FTTP,Cable,Coastal,Rock,Medium,Unsealed,20.7,0.1,13.3,0,0,0,1,22,0,Monday,Morning,66,87.7
REQ_00390,2024-01-10T09:00:00,QLD,Urban,3204.78,Small_Business,1,1,2.06,2.37,FTTP,ADSL,Outback,Clay,High,Unsealed,25.9,1.0,19.6,0,0,0,1,10,0,Wednesday,Morning,80,122.1
REQ_00391,2024-05-21T01:00:00,VIC,Urban,2319.89,Detached_House,2,2,3.67,0.19,Fixed_Wireless,ADSL,Mountainous,Rock,Low,Sealed,25.2,9.4,33.6,0,0,0,1,0,0,Tuesday,Night,93,117.9
REQ_00392,2024-10-17T07:00:00,VIC,Suburban,978.11,Industrial,3,2,4.91,2.1,HFC,5G_available,Flat,Mixed,High,Sealed,11.4,5.4,14.8,0,0,0,1,28,0,Thursday,Morning,76,80.0
REQ_00393,2024-09-22T11:00:00,ACT,Suburban,2315.76,Small_Business,2,1,3.63,2.78,FTTP,4G_only,Hilly,Clay,Low,Seasonal,10.6,1.3,15.4,0,0,0,0,13,0,Sunday,Morning,78,120.4
REQ_00394,2024-07-18T08:00:00,NT,Urban,3300.21,Industrial,3,1,2.07,1.39,FTTP,None,Mountainous,Clay,Low,Sealed,22.7,5.7,6.3,0,0,0,1,49,0,Thursday,Morning,66,113.0
REQ_00395,2024-07-08T06:00:00,NT,Urban,3363.98,Detached_House,2,1,0.45,2.37,HFC,None,Flat,Clay,Medium,Sealed,29.2,1.1,18.6,0,0,0,1,27,0,Monday,Morning,61,79.3
REQ_00396,2024-01-02T04:00:00,ACT,Urban,6651.51,Small_Business,1,1,3.7,2.23,FTTN,None,Hilly,Rock,High,Unsealed,18.8,0.0,22.6,0,0,0,1,1,0,Tuesday,Night,65,75.4
REQ_00397,2024-01-14T13:00:00,WA,Urban,4747.94,Apartment,13,10,4.86,1.72,HFC,None,Mountainous,Rock,Low,Sealed,24.7,10.6,1.7,0,0,0,1,16,0,Sunday,Afternoon,69,115.4
REQ_00398,2024-02-14T19:00:00,SA,Urban,3181.58,Apartment,11,7,0.21,0.92,FTTN,ADSL,Outback,Rock,Medium,Sealed,26.5,5.4,28.5,0,0,0,1,16,0,Wednesday,Evening,63,99.7
REQ_00399,2024-01-30T20:00:00,QLD,Urban,5764.01,Small_Business,1,1,0.23,0.33,FTTN,None,Coastal,Sand,Low,Unsealed,26.4,0.0,16.8,0,0,0,1,12,0,Tuesday,Evening,84,120.3
REQ_00400,2024-09-17T16:00:00,QLD,Urban,4559.56,Apartment,3,1,2.38,0.97,HFC,None,Mountainous,Sand,Low,Sealed,20.9,0.5,18.5,0,0,0,1,1,0,Tuesday,Afternoon,71,124.1
REQ_00401,2024-05-22T04:00:00,NSW,Suburban,1990.98,Apartment,22,10,1.44,2.47,HFC,Cable,Flat,Sand,Medium,Sealed,24.8,0.0,16.9,0,0,0,0,13,0,Wednesday,Night,64,74.8
REQ_00402,2024-06-01T23:00:00,ACT,Urban,5336.11,Townhouse,2,2,2.72,1.99,FTTN,None,Flat,Rock,Medium,Sealed,19.0,3.5,12.1,0,0,0,1,20,0,Saturday,Night,63,78.0
REQ_00403,2024-07-02T17:00:00,SA,Suburban,673.26,Industrial,1,1,2.36,2.29,FTTP,4G_only,Flat,Sand,Low,Unsealed,21.9,5.8,26.7,0,0,0,1,7,0,Tuesday,Evening,79,92.8
REQ_00404,2024-07-27T14:00:00,NT,Urban,7122.47,Detached_House,2,2,2.21,0.83,Fixed_Wireless,4G_only,Hilly,Rock,Medium,Sealed,30.8,0.2,11.7,0,0,0,1,8,0,Saturday,Afternoon,91,86.6
REQ_00405,2024-11-18T12:00:00,NSW,Suburban,2733.77,Detached_House,2,2,0.93,0.48,HFC,ADSL,Hilly,Sand,Low,Sealed,18.9,0.0,10.6,0,0,0,0,2,0,Monday,Afternoon,72,103.4
REQ_00406,2024-01-18T13:00:00,VIC,Rural,132.81,Industrial,3,1,35.32,1.63,FTTN,5G_available,Outback,Sand,Medium,Sealed,18.2,0.4,19.9,0,0,0,0,23,0,Thursday,Afternoon,97,121.8
REQ_00407,2024-02-29T23:00:00,SA,Suburban,2298.95,Small_Business,2,2,1.66,0.17,Satellite,ADSL,Coastal,Sand,Low,Sealed,27.8,3.8,12.7,0,0,0,1,4,0,Thursday,Night,79,78.9
REQ_00408,2024-03-26T07:00:00,NSW,Rural,143.24,Townhouse,2,2,6.29,18.07,Fixed_Wireless,ADSL,Flat,Sand,High,Unsealed,17.9,0.0,22.8,0,0,0,0,26,0,Tuesday,Morning,100,126.3
REQ_00409,2024-04-04T05:00:00,NSW,Rural,70.79,Industrial,2,2,12.73,37.4,HFC,ADSL,Coastal,Rock,High,Sealed,22.0,1.5,11.4,0,0,0,1,0,0,Thursday,Night,107,108.1
REQ_00410,2024-05-07T16:00:00,TAS,Urban,7047.53,Small_Business,1,1,0.56,2.98,FTTN,ADSL,Coastal,Mixed,Medium,Sealed,15.4,0.6,18.8,0,0,0,1,1,0,Tuesday,Afternoon,82,86.8
REQ_00411,2024-05-06T10:00:00,QLD,Urban,6939.61,Industrial,3,1,1.55,0.56,Fixed_Wireless,5G_available,Hilly,Sand,Medium,Sealed,27.8,3.7,8.6,0,0,0,1,55,0,Monday,Morning,75,118.2
REQ_00412,2024-11-19T12:00:00,NT,Urban,7155.16,Small_Business,2,2,0.95,0.14,Fixed_Wireless,Cable,Hilly,Mixed,High,Sealed,20.7,0.1,6.6,0,0,0,1,12,0,Tuesday,Afternoon,86,87.5
REQ_00413,2024-09-20T19:00:00,ACT,Urban,6240.06,Apartment,12,1,2.84,2.5,FTTN,ADSL,Outback,Clay,High,Sealed,11.2,0.1,2.2,0,0,0,1,5,0,Friday,Evening,82,92.6
REQ_00414,2024-06-04T02:00:00,TAS,Suburban,2069.66,Industrial,3,1,3.75,1.34,Fixed_Wireless,None,Hilly,Mixed,Low,Sealed,16.6,0.2,23.6,0,0,0,0,0,0,Tuesday,Night,91,131.5
REQ_00415,2024-05-13T11:00:00,ACT,Urban,4980.56,Highrise_Office,34,23,4.04,2.8,Fixed_Wireless,Cable,Flat,Clay,Medium,Sealed,24.6,0.0,21.6,0,0,0,0,10,0,Monday,Morning,87,118.1
REQ_00416,2024-09-08T04:00:00,NT,Rural,80.59,Apartment,14,2,20.73,5.14,Fixed_Wireless,ADSL,Mountainous,Rock,Low,Sealed,23.2,2.3,20.3,0,0,0,1,19,0,Sunday,Night,104,111.4
REQ_00417,2024-10-14T14:00:00,ACT,Urban,4417.53,Detached_House,1,1,4.67,2.73,FTTP,ADSL,Outback,Mixed,Low,Sealed,16.3,0.0,3.2,0,0,0,1,15,0,Monday,Afternoon,83,128.0
REQ_00418,2024-03-27T06:00:00,TAS,Urban,6148.39,Small_Business,2,2,1.47,1.34,Fixed_Wireless,None,Coastal,Mixed,Low,Sealed,15.9,3.0,5.0,0,0,0,1,9,0,Wednesday,Morning,77,77.7
REQ_00419,2024-09-28T17:00:00,VIC,Rural,56.79,Highrise_Office,10,4,24.34,37.78,HFC,4G_only,Outback,Clay,Medium,Sealed,10.7,1.1,11.8,0,0,0,1,34,0,Saturday,Evening,98,169.0
REQ_00420,2024-12-17T20:00:00,TAS,Urban,2797.22,Apartment,10,6,1.31,2.43,Fixed_Wireless,4G_only,Mountainous,Mixed,Medium,Sealed,15.7,4.7,5.8,0,0,0,1,3,0,Tuesday,Evening,74,97.0
REQ_00421,2024-07-19T10:00:00,NT,Urban,6407.89,Industrial,4,3,4.1,2.61,FTTP,ADSL,Mountainous,Rock,Medium,Sealed,28.9,5.3,12.8,0,0,0,1,16,0,Friday,Morning,63,86.7
REQ_00422,2024-10-05T22:00:00,QLD,Suburban,1567.78,Industrial,3,1,1.72,2.32,Fixed_Wireless,ADSL,Mountainous,Clay,Low,Seasonal,23.3,1.1,22.7,0,0,0,1,16,1,Saturday,Night,72,100.1
REQ_00423,2024-05-20T14:00:00,ACT,Urban,1630.79,Detached_House,2,2,0.23,2.48,Fixed_Wireless,None,Coastal,Sand,High,Unsealed,24.2,2.4,2.0,0,0,0,1,46,0,Monday,Afternoon,90,193.2
REQ_00424,2024-07-14T21:00:00,VIC,Rural,75.63,Small_Business,2,2,29.7,26.06,FTTN,Cable,Outback,Clay,High,Sealed,21.1,4.7,8.3,0,0,0,1,6,1,Sunday,Evening,102,119.0
REQ_00425,2024-09-06T09:00:00,NSW,Suburban,1681.44,Small_Business,1,1,0.96,0.19,Fixed_Wireless,ADSL,Outback,Clay,Medium,Sealed,15.0,6.9,13.9,0,0,0,1,16,0,Friday,Morning,74,98.5
REQ_00426,2024-07-22T18:00:00,QLD,Urban,4047.99,Industrial,3,1,1.86,2.52,HFC,4G_only,Outback,Mixed,Medium,Sealed,27.0,0.0,5.8,0,0,0,0,2,0,Monday,Evening,61,102.3
REQ_00427,2024-09-13T08:00:00,WA,Urban,7366.52,Townhouse,2,2,3.75,1.0,Satellite,ADSL,Hilly,Clay,Medium,Unsealed,21.0,0.5,21.2,0,0,0,0,19,0,Friday,Morning,75,92.8
REQ_00428,2024-06-25T19:00:00,SA,Rural,129.05,Highrise_Office,21,18,49.85,6.99,Fixed_Wireless,4G_only,Outback,Clay,Low,Sealed,27.4,5.0,19.8,0,0,0,1,0,0,Tuesday,Evening,113,137.8
REQ_00429,2024-11-09T10:00:00,SA,Suburban,2323.8,Industrial,1,1,2.35,2.51,FTTP,4G_only,Hilly,Rock,Medium,Unsealed,16.7,0.0,0.1,0,0,0,1,32,0,Saturday,Morning,73,184.8
REQ_00430,2024-06-30T21:00:00,NT,Suburban,2084.49,Industrial,3,2,1.36,2.78,Fixed_Wireless,Cable,Outback,Rock,High,Sealed,31.2,1.2,13.6,0,0,0,1,7,0,Sunday,Evening,73,99.3
REQ_00431,2024-09-01T12:00:00,NSW,Suburban,2134.99,Apartment,29,27,0.64,2.78,FTTN,None,Flat,Clay,Low,Unsealed,13.4,0.3,18.1,0,0,0,1,27,1,Sunday,Afternoon,65,98.2
REQ_00432,2024-05-10T09:00:00,SA,Suburban,2160.25,Detached_House,2,2,1.22,0.4,Fixed_Wireless,Cable,Mountainous,Clay,Medium,Sealed,23.4,2.5,18.5,0,0,0,1,5,0,Friday,Morning,78,102.3
REQ_00433,2024-12-11T03:00:00,NT,Urban,2236.25,Industrial,4,4,3.0,0.34,Fixed_Wireless,4G_only,Outback,Mixed,Low,Unsealed,21.6,3.2,14.3,0,0,0,1,12,0,Wednesday,Night,78,109.9
REQ_00434,2024-01-08T11:00:00,SA,Suburban,616.01,Apartment,27,6,2.63,0.32,Satellite,ADSL,Mountainous,Sand,Low,Sealed,25.5,0.1,5.3,0,0,0,1,25,0,Monday,Morning,86,121.4
REQ_00435,2024-12-11T18:00:00,NT,Rural,67.1,Industrial,1,1,37.03,17.03,Fixed_Wireless,Cable,Outback,Clay,Medium,Seasonal,29.8,2.7,22.5,0,0,0,0,29,0,Wednesday,Evening,101,166.6
REQ_00436,2024-01-07T04:00:00,SA,Urban,6373.22,Industrial,2,2,3.9,0.71,FTTP,5G_available,Outback,Sand,Low,Sealed,25.2,1.1,11.1,0,0,0,1,22,0,Sunday,Night,62,77.6
REQ_00437,2024-10-01T00:00:00,SA,Urban,3155.99,Highrise_Office,12,6,3.84,2.45,Fixed_Wireless,None,Coastal,Clay,Low,Seasonal,16.0,0.0,19.3,0,0,0,1,4,0,Tuesday,Night,90,103.3
REQ_00438,2024-05-15T00:00:00,NSW,Rural,62.2,Industrial,3,3,22.18,37.8,HFC,Cable,Coastal,Rock,Low,Unsealed,24.5,6.0,18.1,0,0,0,0,1,0,Wednesday,Night,100,159.4
REQ_00439,2024-02-01T16:00:00,WA,Remote,48.7,Highrise_Office,20,9,28.23,23.21,FTTP,Cable,Coastal,Mixed,Low,Sealed,28.8,0.0,0.5,0,0,0,1,5,0,Thursday,Afternoon,108,114.5
REQ_00440,2024-07-27T14:00:00,WA,Suburban,2920.28,Townhouse,2,2,1.57,0.24,FTTN,None,Outback,Mixed,High,Unsealed,26.6,2.3,13.9,0,0,0,1,28,0,Saturday,Afternoon,77,139.2
REQ_00441,2024-04-21T06:00:00,NSW,Urban,7889.63,Townhouse,2,2,4.12,1.29,FTTN,5G_available,Outback,Clay,High,Sealed,28.5,0.0,8.4,0,0,0,0,8,0,Sunday,Morning,64,81.1
REQ_00442,2024-01-11T16:00:00,TAS,Urban,7951.89,Apartment,3,3,4.43,1.63,FTTN,Cable,Mountainous,Sand,High,Unsealed,19.7,4.2,15.6,0,0,0,1,48,0,Thursday,Afternoon,65,135.7
REQ_00443,2024-03-28T08:00:00,TAS,Suburban,2132.97,Highrise_Office,38,17,2.27,0.9,FTTN,None,Hilly,Rock,Medium,Seasonal,21.2,0.0,9.6,0,0,0,1,11,0,Thursday,Morning,75,99.7
REQ_00444,2024-06-23T07:00:00,QLD,Remote,47.5,Highrise_Office,21,15,5.26,8.56,HFC,Cable,Hilly,Clay,High,Sealed,28.5,0.0,8.7,0,0,0,1,3,0,Sunday,Morning,96,99.6
REQ_00445,2024-06-11T12:00:00,VIC,Urban,3790.01,Industrial,3,3,4.81,0.51,Fixed_Wireless,4G_only,Coastal,Sand,Medium,Sealed,24.4,0.3,15.3,0,0,0,1,2,0,Tuesday,Afternoon,74,64.2
REQ_00446,2024-03-06T18:00:00,NT,Suburban,2443.33,Apartment,29,4,0.98,2.96,FTTP,None,Mountainous,Sand,Medium,Sealed,24.8,0.0,7.3,0,0,0,1,18,0,Wednesday,Evening,83,118.6
REQ_00447,2024-12-02T16:00:00,SA,Urban,6255.92,Small_Business,1,1,1.11,2.71,HFC,ADSL,Flat,Mixed,Medium,Sealed,22.8,0.0,26.5,0,0,0,1,1,0,Monday,Afternoon,66,63.4
REQ_00448,2024-02-24T02:00:00,VIC,Rural,138.27,Highrise_Office,22,18,42.38,23.61,FTTP,4G_only,Mountainous,Sand,Low,Sealed,17.4,1.9,19.5,0,0,0,0,6,0,Saturday,Night,99,148.4
REQ_00449,2024-04-21T02:00:00,VIC,Urban,6781.98,Small_Business,2,1,1.65,1.92,FTTN,4G_only,Flat,Mixed,Low,Sealed,22.7,1.1,5.5,0,0,0,1,10,0,Sunday,Night,83,73.8
REQ_00450,2024-01-24T04:00:00,ACT,Rural,54.56,Highrise_Office,28,11,16.63,8.09,FTTN,Cable,Mountainous,Rock,High,Sealed,23.6,0.0,7.9,0,0,0,1,7,0,Wednesday,Night,104,127.0
REQ_00451,2024-10-08T19:00:00,QLD,Urban,3512.61,Apartment,17,1,2.41,0.66,HFC,ADSL,Outback,Sand,Low,Unsealed,19.5,0.0,16.7,0,0,0,1,2,0,Tuesday,Evening,63,109.0
REQ_00452,2024-12-26T03:00:00,TAS,Urban,5730.38,Industrial,2,1,3.45,1.54,Fixed_Wireless,None,Hilly,Clay,Medium,Sealed,13.4,0.0,14.4,0,0,0,1,28,0,Thursday,Night,88,111.5
REQ_00453,2024-10-31T13:00:00,VIC,Urban,7359.4,Highrise_Office,22,19,3.15,1.07,Fixed_Wireless,4G_only,Outback,Mixed,Medium,Sealed,13.1,0.5,23.7,0,0,0,1,16,0,Thursday,Afternoon,81,104.4
REQ_00454,2024-07-09T02:00:00,VIC,Urban,4726.1,Detached_House,2,1,4.8,2.66,Fixed_Wireless,ADSL,Mountainous,Rock,Low,Sealed,17.8,7.1,18.4,0,0,0,0,4,0,Tuesday,Night,95,146.8
REQ_00455,2024-09-11T11:00:00,VIC,Urban,7692.37,Apartment,17,1,1.53,2.4,Satellite,ADSL,Coastal,Rock,Medium,Sealed,15.8,0.0,6.4,0,0,0,1,12,0,Wednesday,Morning,79,86.1
REQ_00456,2024-03-04T11:00:00,QLD,Suburban,1873.17,Townhouse,2,1,3.66,2.01,Fixed_Wireless,5G_available,Hilly,Sand,Low,Unsealed,30.5,8.6,7.3,0,0,0,1,8,0,Monday,Morning,87,100.2
REQ_00457,2024-08-28T18:00:00,ACT,Urban,6933.58,Townhouse,2,2,0.38,0.67,FTTP,4G_only,Coastal,Mixed,Medium,Unsealed,16.7,0.0,18.0,0,0,0,1,22,0,Wednesday,Evening,79,102.4
REQ_00458,2024-09-05T17:00:00,NT,Suburban,1522.32,Detached_House,1,1,2.36,0.65,HFC,None,Mountainous,Clay,High,Sealed,22.1,1.1,25.9,0,0,0,1,16,0,Thursday,Evening,66,108.9
REQ_00459,2024-05-08T10:00:00,VIC,Suburban,2799.68,Apartment,27,19,4.77,1.9,Fixed_Wireless,Cable,Outback,Mixed,Medium,Sealed,19.2,0.6,23.5,0,0,0,1,40,0,Wednesday,Morning,82,164.0
REQ_00460,2024-09-13T08:00:00,NSW,Suburban,800.4,Highrise_Office,21,16,3.71,1.61,Fixed_Wireless,Cable,Hilly,Rock,Low,Unsealed,20.5,0.0,18.5,0,0,0,1,33,0,Friday,Morning,89,169.2
REQ_00461,2024-02-18T07:00:00,SA,Urban,1576.57,Highrise_Office,35,19,1.05,1.78,HFC,ADSL,Outback,Sand,Medium,Unsealed,23.6,2.3,20.1,0,0,0,0,14,0,Sunday,Morning,66,131.4
REQ_00462,2024-06-14T23:00:00,QLD,Rural,92.44,Detached_House,2,1,23.03,34.58,FTTN,None,Outback,Clay,Medium,Sealed,31.2,1.5,18.8,0,0,0,1,15,0,Friday,Night,95,112.3
REQ_00463,2024-11-30T10:00:00,TAS,Urban,4675.93,Small_Business,2,1,3.4,0.23,FTTP,ADSL,Hilly,Sand,Medium,Sealed,12.9,0.0,2.9,0,0,0,0,8,0,Saturday,Morning,61,79.4
REQ_00464,2024-06-02T11:00:00,TAS,Urban,4642.89,Small_Business,2,1,4.47,1.75,Fixed_Wireless,None,Mountainous,Sand,Medium,Sealed,20.4,4.0,10.8,0,0,0,0,19,1,Sunday,Morning,78,151.0
REQ_00465,2024-07-12T05:00:00,SA,Rural,74.72,Townhouse,2,2,43.81,14.35,HFC,Cable,Coastal,Mixed,Low,Sealed,23.0,5.4,27.0,0,0,0,1,10,0,Friday,Night,93,93.3
REQ_00466,2024-04-02T02:00:00,VIC,Suburban,1888.81,Small_Business,1,1,3.79,1.0,Satellite,None,Coastal,Rock,High,Sealed,25.2,0.1,12.3,0,0,0,1,41,0,Tuesday,Night,80,143.8
